filename,z3-time,z3-res,message
benchmark_sample_50/PyEx_unsat/49e7e8e02822a273e0e8021c178fda86cd7e7eccd89b09155ced15e4.smt2,0.17,unsat,
benchmark_sample_50/PyEx_unsat/2447dc9d9934199fa9789fbb16b22cef2634bdaa5ec54666183d7685.smt2,0.10,unsat,
benchmark_sample_50/PyEx_unsat/e4ad0db43096ee41b6d67ab7ea6c3b7f9a1ca4d14165bbe930b7499e.smt2,0.13,unsat,
benchmark_sample_50/django_3/08_djangotests.test_runner.test_discover_runnerDiscoverRunnerGetDatabasesTests.assertSkippedDatabasesformula2349_unsat.smt2,0.36,unsat,
benchmark_sample_50/PyEx_unsat/1a2dcd45c75b9edf6b238be25b20f1fc9735f774b54d8c5a90f13e5a.smt2,0.16,unsat,
benchmark_sample_50/PyEx_unsat/d7f2daf757eebc0f62d6804210e49b97a35d03635d1c33430b2140b3.smt2,0.11,unsat,
benchmark_sample_50/PyEx_unsat/87d0406e9c7f2559f41aac75074caf17da82c0a894a61da3ccd4d4c1.smt2,0.12,unsat,
benchmark_sample_50/PyEx_unsat/171d13031b8aaf7210e13addbfd62dd910e06e05324c4b8e0d43297b.smt2,0.16,unsat,
benchmark_sample_50/thefuck/06_thefucktests.rules.test_no_commandtest_get_new_commandformula1301_unsat.smt2,0.53,unsat,
benchmark_sample_50/PyEx_unsat/df6b71b7ef0ce8b57e79b11a9a0ec9c6923b984b1c26ee129179d0d2.smt2,0.15,unsat,
benchmark_sample_50/PyEx_unsat/6f39cc2d7b530925f0358f172643ae71a3eb91ef944cbb8d525d8b14.smt2,0.11,unsat,
benchmark_sample_50/PyEx_unsat/43aa3fc0ecb2efea3e79cb74e1631487ad229702ed2d193760303039.smt2,0.15,unknown,
benchmark_sample_50/django_3/08_djangodjango.test.runnerDiscoverRunner.run_testsformula1607_unsat.smt2,0.39,unsat,
benchmark_sample_50/stringfuzz_sat/lengths-concats-00048-0.smt25,0.88,sat,
benchmark_sample_50/PyEx_unsat/4d09e74d34657378fade4beb961627d1559030de89f758423c287cef.smt2,0.18,unsat,
benchmark_sample_50/django_3/08_djangotests.test_runner.test_discover_runnerDiscoverRunnerGetDatabasesTests.assertSkippedDatabasesformula2311_unsat.smt2,0.36,unsat,
benchmark_sample_50/PyEx_unsat/36112eee65c0ba79327890e9033382309a39143fd2ae95d617b7e1a9.smt2,0.22,unsat,
benchmark_sample_50/thefuck/06_thefucktests.rules.test_no_commandtest_get_new_commandformula3150_unsat.smt2,0.54,unsat,
benchmark_sample_50/PyEx_unsat/49fd1ff71a477d891c90b3ca3a6357217a210a77f23a7ce60919d294.smt2,0.15,unsat,
benchmark_sample_50/Kaluza_unsat/28758.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/12694.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Leetcode_sat/ca709e3b0b6ca42802f404784f07396f6b811a29e2733a5f007d72ec.smt2,0.73,sat,
benchmark_sample_50/Kaluza_unsat/20359.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/PyEx_unsat/ac6a6ad9ea15b3b7a054958512da8149142a47b24ff1ee2f785f0aad.smt2,0.19,unsat,
benchmark_sample_50/PyEx_unsat/716f4b307e1ed9df08a2b180506812af358cfa186486ba6d9094ae71.smt2,0.15,unsat,
benchmark_sample_50/Kaluza_unsat/29217.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/django_3/08_djangotests.test_runner.test_discover_runnerDiscoverRunnerGetDatabasesTests.get_databasesformula3374_unsat.smt2,0.39,unsat,
benchmark_sample_50/Kaluza_unsat/10392.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/10161.corecstrs.readable.smt2,0.11,unsat,
benchmark_sample_50/Leetcode_sat/e21cf87a99e7518f2a2fd635d78a908e3d9b5dd49b0d15aea7d79f9d.smt2,0.73,sat,
benchmark_sample_50/PyEx_unsat/cff6a45426f479af55a69bcf678edbb9199f0853fa8964002c45f164.smt2,0.26,unsat,
benchmark_sample_50/Kaluza_unsat/29433.corecstrs.readable.smt2,0.08,unsat,
benchmark_sample_50/Kaluza_unsat/26808.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/29628.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_trauc/leetcode_int-addStrings/495.smt2,0.81,unknown,
benchmark_sample_50/Kaluza_unsat/29420.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/17202.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/PyEx_unsat/5b9615ef1433f197ad3a8d01778c048a357152288174898096e26e33.smt2,0.18,unsat,
benchmark_sample_50/Kaluza_unsat/14827.corecstrs.readable.smt2,0.11,unsat,
benchmark_sample_50/PyEx_unsat/0482c5152d1bdf80038fd04fc032cc8dc5a37636f49ebaa074d1fd38.smt2,0.15,unknown,
benchmark_sample_50/Kaluza_unsat/16060.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/PyEx_unsat/8a0a073f64cf5b9b192f4aaf468c63aa31cd8ac4e11a6f2ec0bdac0e.smt2,0.16,unsat,
benchmark_sample_50/PyEx_unsat/5d0b39939cbf7bb2802e29753da1f29170d47cd2b27b5d8fcccc8b2a.smt2,0.15,unsat,
benchmark_sample_50/Kaluza_unsat/17282.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/18450.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/18929.corecstrs.readable.smt2,0.14,unsat,
benchmark_sample_50/PyEx_unsat/141afc3d6ddbe397ef22726c68ca154e0f1be79b3306d859afe66ab9.smt2,0.25,unsat,
benchmark_sample_50/Kaluza_unsat/27560.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/14855.corecstrs.readable.smt2,0.11,unsat,
benchmark_sample_50/PyEx_unsat/814960c4901888477243264c67ebb093644d421b038c0b43ff682f89.smt2,0.16,unknown,
benchmark_sample_50/Kaluza_unsat/16708.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/django_3/08_djangodjango.test.runnerDiscoverRunner.run_testsformula830_unsat.smt2,0.44,unsat,
benchmark_sample_50/django_3/08_djangotests.test_runner.test_discover_runnerDiscoverRunnerGetDatabasesTests.get_databasesformula1681_unsat.smt2,0.48,unsat,
benchmark_sample_50/stringfuzz_sat/lengths-concats-00048-1.smt25,0.99,sat,
benchmark_sample_50/Kaluza_unsat/19162.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/PyEx_unsat/762466e85d503d08de1b56f7a553da4fe11ef596057c6ddc1f69e66e.smt2,0.19,unsat,
benchmark_sample_50/Leetcode_sat/36be88490371c07d50eb990bd4fa3a2dd9f1c2995045b1746bb8b679.smt2,0.74,sat,
benchmark_sample_50/Kaluza_unsat/29042.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/PyEx_unsat/fbb2be979fd44117f0e5f09cced976b50dffca8de31b95babd59b81b.smt2,0.27,unsat,
benchmark_sample_50/Kaluza_unsat/14942.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/PyEx_unsat/42e6d3ba1f20e2518c8b0b20760c53d1eeb22afe4dc109603cc41c01.smt2,0.20,unsat,
benchmark_sample_50/Kaluza_unsat/10257.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/PyEx_unsat/4955e485a41a5ac3c18a6bac60f88f7cc6648526386f823cd4642317.smt2,0.22,unknown,
benchmark_sample_50/PyEx_unsat/6845e13d993d7c630bcfa8f6f559ff549c597f1a76d6179afc09aa2e.smt2,0.21,unsat,
benchmark_sample_50/Kaluza_unsat/12855.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/20468.corecstrs.readable.smt2,0.07,unsat,
benchmark_sample_50/PyEx_unsat/2c1cf608cbed5fe1130589c57f9b45693392cc0de5c055d662a4a9a8.smt2,0.28,unknown,
benchmark_sample_50/Kaluza_unsat/5751.corecstrs.readable.smt2,0.12,unsat,
benchmark_sample_50/Kaluza_unsat/28933.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/12646.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/16175.corecstrs.readable.smt2,0.07,unsat,
benchmark_sample_50/Kaluza_unsat/14725.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/13474.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/7402.corecstrs.readable.smt2,0.13,unsat,
benchmark_sample_50/Kaluza_unsat/19276.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/12549.corecstrs.readable.smt2,0.14,unsat,
benchmark_sample_50/thefuck/06_thefucktests.rules.test_no_commandtest_get_new_commandformula1546_unsat.smt2,0.63,unsat,
benchmark_sample_50/Kaluza_unsat/17395.corecstrs.readable.smt2,0.07,unsat,
benchmark_sample_50/PyEx_unsat/7b1eca622bb836b0a75ac4c928b766eb0a25d23cdd39cbdecbca8476.smt2,0.28,unknown,
benchmark_sample_50/Kaluza_unsat/5732.corecstrs.readable.smt2,0.12,unsat,
benchmark_sample_50/Kaluza_unsat/15569.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/7572.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/18725.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/10110.corecstrs.readable.smt2,0.11,unsat,
benchmark_sample_50/django_3/08_djangodjango.test.runnerDiscoverRunner.run_testsformula3251_unsat.smt2,0.58,unsat,
benchmark_sample_50/Kaluza_unsat/17474.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/22069.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/Kaluza_unsat/19130.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00024-1.smt25,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/19932.corecstrs.readable.smt2,0.09,unsat,
benchmark_sample_50/Kaluza_unsat/18037.corecstrs.readable.smt2,0.10,unsat,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00018-0.smt25,0.09,unsat,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00017-1.smt25,0.06,unsat,
benchmark_sample_50/stringfuzz_sat/concats-small-00010-1.smt25,1.08,sat,
benchmark_sample_50/django_3/08_djangotests.test_runner.test_discover_runnerDiscoverRunnerGetDatabasesTests.get_databasesformula3279_unsat.smt2,0.59,unsat,
benchmark_sample_50/stringfuzz_unsat/regex-deep-00000-0.smt25,0.09,unsat,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00023-1.smt25,0.06,unsat,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00020-1.smt25,0.09,unsat,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00015-0.smt25,0.09,unsat,
benchmark_sample_50/thefuck/06_thefuckthefuck.shells.genericGeneric.from_shellformula33_sat.smt2,0.75,unknown,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00025-1.smt25,0.07,unsat,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_cvc4/leetcode_int-addStrings/419.smt2,1.03,unknown,
benchmark_sample_50/django_3/08_djangotests.test_runner.test_discover_runnerDiscoverRunnerGetDatabasesTests.assertSkippedDatabasesformula3288_unsat.smt2,0.61,unsat,
benchmark_sample_50/stringfuzz_sat/concats-balanced-00003-4.smt25,1.11,sat,
benchmark_sample_50/stringfuzz_unsat/regex-deep-00000-1.smt25,0.09,unsat,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00022-0.smt25,0.09,unsat,
benchmark_sample_50/stringfuzz_unsat/concats-extracts-big-00441-1.smt25,0.17,unsat,
benchmark_sample_50/full_str_int_unsat_50/py-conbyte_z3seq/lib_int-ipaddress__ip_int_from_string/501.smt2,0.89,unsat,
benchmark_sample_50/stringfuzz_unsat/many-regexes-00025-0.smt25,0.21,unknown,
benchmark_sample_50/stringfuzz_unsat/different-prefix-00012-1.smt25,0.09,unsat,
benchmark_sample_50/stringfuzz_unsat/concats-extracts-big-00601-1.smt25,0.20,unsat,
benchmark_sample_50/stringfuzz_unsat/concats-extracts-big-00641-1.smt25,0.20,unsat,
benchmark_sample_50/stringfuzz_sat/concats-balanced-00004-2.smt25,1.20,sat,
benchmark_handmade/reg_or_reg_sat.smt2,1.28,sat,
benchmark_sample_50/stringfuzz_unsat/many-regexes-00016-0.smt25,0.22,unknown,
benchmark_sample_50/PyEx_sat/921c1f196c92c5859d347132d6b2cd68c937f1d444b04c6cfefcb608.smt2,0.15,unknown,
benchmark_sample_50/thefuck/06_thefuckthefuck.rules.brew_cask_dependency_get_cask_install_linesformula397_sat.smt2,0.91,unknown,
benchmark_sample_50/stringfuzz_unsat/concats-extracts-big-00481-0.smt25,0.18,unsat,
benchmark_sample_50/PyEx_sat/b8f99977541ff8ba9c28ea2962119b4f0680451de8e38bb159037b28.smt2,0.12,unknown,
benchmark_sample_50/stringfuzz_unsat/concats-extracts-big-00961-1.smt25,0.25,unsat,
benchmark_sample_50/PyEx_sat/6f9de833dbdfc3f78119666081fd8fb12e366ecbd03786ab845a0d14.smt2,0.18,unknown,
benchmark_sample_50/PyEx_sat/fdcfe2f727f4272b7d470742dac45fd8dc47fc7b192ba7dd173f6b79.smt2,0.10,unknown,
benchmark_sample_50/PyEx_sat/1a8adfd59fe16c09bb10427d58c8bfefb7a471aa9ccfd1fcfd3dc967.smt2,0.14,unknown,
benchmark_sample_50/PyEx_sat/4a687c3f57d267ff7dcaf03eca89afb6ab452efb0b47da0c3739d97e.smt2,0.20,unknown,
benchmark_sample_50/stringfuzz_unsat/concats-extracts-big-01041-0.smt25,0.26,unsat,
benchmark_sample_50/PyEx_unsat/ca89b14e6c5403d7521330019993f61ac1009d8de53f3b6be95e4394.smt2,0.55,unsat,
benchmark_sample_50/PyEx_sat/0ceb20ccf32882aa8a6292cbd00a14dfa27207d36c17c410b13414e5.smt2,0.21,unknown,
benchmark_sample_50/PyEx_sat/7b02195a10a8df1a8806838b91f909d432fcb5870630a112fa009043.smt2,0.25,unknown,
benchmark_sample_50/stringfuzz_unsat/many-regexes-00049-1.smt25,0.39,unknown,
benchmark_sample_50/PyEx_sat/c95eaf2678a55e245bf06b77dff5669a756743667da76b663048c8ff.smt2,0.23,unknown,
benchmark_sample_50/stringfuzz_unsat/many-regexes-00034-1.smt25,0.34,unknown,
benchmark_sample_50/PyEx_sat/9e87a40512d4ca907c4133c59ad51ff4413ab213d3c76e818f3b72db.smt2,0.25,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_trauc/leetcode_int-addStrings/707.smt2,1.24,unknown,
benchmark_sample_50/PyEx_sat/abe6ff312d97af27ca7c726885462db5b3103cc9e03c77eb425be84a.smt2,0.21,unknown,
benchmark_sample_50/PyEx_sat/551ada641bdab5d97fc67bb05d7ab9fb044e14ca8c34317691c12b2a.smt2,0.26,unknown,
benchmark_sample_50/PyEx_sat/7516df3f5384a2ffb1b6f066fcd427cbf6e51e8ff62d0d8299734d03.smt2,0.18,unknown,
benchmark_sample_50/PyEx_sat/50a9b25ebf9b7475a4075872de7efd5938254b94549e95e7cf0f6ae0.smt2,0.19,unknown,
benchmark_sample_50/PyEx_sat/f4b761d1451d3ca82b7b02a6faf7ce3e2ce7a1ceaf2bb072e7a4b3e1.smt2,0.27,unknown,
benchmark_sample_50/PyEx_sat/346aa227409d1a8d322d33f87cf1d958fedcac50568292d5657ba059.smt2,0.22,unknown,
benchmark_sample_50/PyEx_sat/75b4c928ab018655ff81a7d2e43823fe7caea0700d7ebb6aa1d1b7e1.smt2,0.20,unknown,
benchmark_sample_50/PyEx_sat/b60432a7b4f859df40854b751ff401c84a8e73e197a614435c5f811b.smt2,0.29,unknown,
benchmark_sample_50/PyEx_sat/800f491d2cf82352c69f32962d7f6aa905a592ea970141a8e6fdbc65.smt2,0.26,unknown,
benchmark_sample_50/PyEx_sat/324d511c68abd90cf334b604b6511ae9378e76f551853ad072cfdf8c.smt2,0.27,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_cvc4/lib_int-datetime__parse_hh_mm_ss_ff/13.smt2,1.34,unknown,
benchmark_sample_50/PyEx_sat/dcc86d68cb13e98a10965085c8abfe11654919c3f5e7c285f8369986.smt2,0.34,unknown,
benchmark_sample_50/PyEx_sat/6f645858ab09343c2766de5d297b2c92e134da2b82786d44bb85fc4f.smt2,0.32,unknown,
benchmark_sample_50/PyEx_sat/90434874deee6d56d50e633cbaf94663751def9c5e3fe4c4001d2a2a.smt2,0.26,unknown,
benchmark_sample_50/PyEx_sat/0edc77054f492ad91e8e90fd478d9c7a13d0309bd337bf22c79478c4.smt2,0.33,unknown,
benchmark_sample_50/stringfuzz_unsat/many-regexes-00049-0.smt25,0.42,unknown,
benchmark_sample_50/PyEx_sat/2f889ddeb2b098dd698fcc24b2e3343b65635223f3eb437b15d085ca.smt2,0.30,unknown,
benchmark_sample_50/PyEx_sat/8b725c8759a38c6c525948fcf0530c7b7dbcc4c8853b90cf68a2b3f4.smt2,0.33,unknown,
benchmark_sample_50/PyEx_sat/23c5dc741e6437b8f95a536e56a22a45ad273221095cb16df36dd934.smt2,0.28,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_z3seq/lib_int-ipaddress__ip_int_from_string/364.smt2,1.34,unknown,
benchmark_sample_50/stringfuzz_unsat/many-regexes-00058-0.smt25,0.45,unknown,
benchmark_sample_50/PyEx_sat/fd2bdd25b2120c4b27a3b4aa8633b6b7d012ec069dc688691a4ba5bc.smt2,0.32,unknown,
benchmark_sample_50/PyEx_sat/307464aa442d65a7cec6503236430b10a6c328f77519a392e7b54f40.smt2,0.31,unknown,
benchmark_sample_50/PyEx_sat/a00a80f07b7dbf9f5913d28d318e5ebb478294b4982358bbc58c420d.smt2,0.31,unknown,
benchmark_sample_50/PyEx_sat/d9fde7a7821f97b297b662f396e2f1e9f15a5902240d84804cc92e8e.smt2,0.21,unknown,
benchmark_sample_50/slog_sat/3451.smt2,0.13,unknown,
benchmark_sample_50/PyEx_sat/443a1b3d4b657985e292abd6fcf0b1b11aaa36ea3ed9ce3f2bac0d4c.smt2,0.33,unknown,
benchmark_sample_50/slog_sat/4193.smt2,0.12,unknown,
benchmark_sample_50/PyEx_sat/e4d4eb9b384e2bced383ae4a56bd3f7fa099e215b6b360c73b79fe71.smt2,0.38,unknown,
benchmark_sample_50/PyEx_sat/0d1d1668bba3a44f0f9c6f0771ac5f2213e033393cf7d33a31c2ff84.smt2,0.26,unknown,
benchmark_sample_50/slog_sat/4764.smt2,0.12,unknown,
benchmark_sample_50/slog_sat/1830.smt2,0.12,unknown,
benchmark_sample_50/slog_sat/2166.smt2,0.12,unknown,
benchmark_sample_50/slog_sat/137.smt2,0.11,unknown,
benchmark_sample_50/slog_sat/2255.smt2,0.14,unknown,
benchmark_sample_50/PyEx_sat/01bc46df813110d94cadfa470a814d57b87b7f60329f9863cf54d6b6.smt2,0.30,unknown,
benchmark_sample_50/slog_sat/4332.smt2,0.12,unknown,
benchmark_sample_50/slog_sat/4704.smt2,0.14,unknown,
benchmark_sample_50/PyEx_sat/4ded51daf26f226785a3e492aa5622aeb06def32b7fb0c7fe9803305.smt2,0.30,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_trauc/lib_int-ipaddress__ip_int_from_string/357.smt2,1.41,unknown,
benchmark_sample_50/PyEx_sat/a4676fcacaf7ea2115c165a21b0aeae0b0867ff0007f5e3b32e9032b.smt2,0.24,unknown,
benchmark_sample_50/PyEx_sat/1381da527402903813fb1862b04bc2120235b464bfbc7ff5d63f582a.smt2,0.25,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_z3seq/lib_int-ipaddress__ip_int_from_string/274.smt2,1.42,unknown,
benchmark_sample_50/aplas_sat/quad-285-5-4-sat.smt2,0.96,sat,
benchmark_sample_50/PyEx_sat/8fb7176f3935ee161b005be43f5f2a4aa3804e80de3778a1228695b3.smt2,0.20,unknown,
benchmark_sample_50/slog_sat/3803.smt2,0.14,unknown,
benchmark_sample_50/stringfuzz_sat/concats-small-00013-1.smt25,1.58,sat,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_trauc/leetcode_int-addStrings/924.smt2,1.47,unknown,
benchmark_sample_50/slog_sat/3606.smt2,0.21,unknown,
benchmark_sample_50/slog_sat/3474.smt2,0.21,unknown,
benchmark_sample_50/slog_sat/3634.smt2,0.14,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_cvc4/lib_int-ipaddress__ip_int_from_string/314.smt2,1.51,unknown,
benchmark_sample_50/slog_sat/1875.smt2,0.10,unknown,
benchmark_sample_50/slog_sat/4353.smt2,0.14,unknown,
benchmark_sample_50/PyEx_sat/aa29112bca67f8974714ba71a845eb63dc8cf526530017b6c24ecebd.smt2,0.34,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_z3str/lib_int-ipaddress__ip_int_from_string/330.smt2,1.50,unknown,
benchmark_sample_50/PyEx_sat/3f399e30d8f2060ae0c9d9efb6d3971ace4fb1bc9147334614810586.smt2,0.49,unknown,
benchmark_sample_50/PyEx_sat/998798d7c7a37399267a6d25147f5f6b2b5972cf420d8a1f02486253.smt2,0.32,unknown,
benchmark_sample_50/slog_sat/4532.smt2,0.12,unknown,
benchmark_sample_50/slog_sat/3830.smt2,0.23,unknown,
benchmark_sample_50/slog_sat/52.smt2,0.15,unknown,
benchmark_sample_50/slog_sat/5504.smt2,0.12,unknown,
benchmark_sample_50/PyEx_sat/9ab186e3c21a9c60f88ece20525172293eac25639445f5d723e27ced.smt2,0.32,unknown,
benchmark_sample_50/slog_sat/4048.smt2,0.12,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_z3str/lib_int-datetime__parse_hh_mm_ss_ff/21.smt2,1.52,unknown,
benchmark_sample_50/slog_sat/4369.smt2,0.12,unknown,
benchmark_sample_50/PyEx_sat/8a3a7dec855eaca598cc1ab5466a2943cf24acab84e774283a494b98.smt2,0.32,unknown,
benchmark_sample_50/slog_sat/1586.smt2,0.11,unknown,
benchmark_sample_50/slog_sat/3640.smt2,0.17,unknown,
benchmark_sample_50/PyEx_sat/dc9f7f3a9f6c517aa34ebd366f42a66aaccc3dfac2d958ca27e2e7d4.smt2,0.31,unknown,
benchmark_sample_50/slog_sat/1643.smt2,0.15,unknown,
benchmark_sample_50/slog_sat/2635.smt2,0.14,unknown,
benchmark_sample_50/PyEx_sat/d5ce64cee0d9421ac5a5a2a27ab15389ef07b79c2c2ebffce7fd17b9.smt2,0.39,unknown,
benchmark_sample_50/slog_sat/4735.smt2,0.14,unknown,
benchmark_sample_50/Leetcode_unsat/e13816ee8201a31cb76e8dcba5982756b9cb34fbd3b7fb20b1fc3771.smt2,0.09,unsat,
benchmark_sample_50/slog_sat/1718.smt2,0.20,unknown,
benchmark_sample_50/PyEx_sat/0e83d492fd24e2b191db6e68f45f02b6905723dab7828067e6b65767.smt2,0.50,unknown,
benchmark_sample_50/slog_sat/165.smt2,0.12,unknown,
benchmark_sample_50/slog_sat/4552.smt2,0.10,unknown,
benchmark_sample_50/PyEx_sat/d893e9d971b85f676ed499e4c670797fe3c1130c32dff8f3e2a6f057.smt2,0.34,unknown,
benchmark_sample_50/slog_sat/947.smt2,0.13,unknown,
benchmark_sample_50/PyEx_sat/47fe33f7c29ad687ec894f0d3cb81418c5819dcb576e9cd0f243b3fd.smt2,0.55,unknown,
benchmark_sample_50/slog_sat/2970.smt2,0.27,unknown,
benchmark_sample_50/slog_sat/5550.smt2,0.18,unknown,
benchmark_sample_50/Leetcode_unsat/f399c2e785fd856d1551895df00764b3f21788cad831c45e2a553f8d.smt2,0.12,unsat,
benchmark_sample_50/Leetcode_unsat/9ea2bf8d6b666087c1efd73cdf7e8f555c7e873bdd8b70bb6e37474e.smt2,0.12,unsat,
benchmark_sample_50/Leetcode_unsat/8c44c8a8ab1770f0e0a9eddba403061e872ee65b824c3c7b8d626f8c.smt2,0.13,unsat,
benchmark_sample_50/slog_sat/4774.smt2,0.15,unknown,
benchmark_sample_50/full_str_int_sat_50/py-conbyte_z3str/lib_int-ipaddress__ip_int_from_string/425.smt2,1.60,unknown,
benchmark_sample_50/Leetcode_unsat/9f05ab0ee10847f259fb7fd64b89986064d84e5b0d7387fcd74ffc06.smt2,0.10,unsat,
benchmark_sample_50/slog_sat/2928.smt2,0.28,unknown,
benchmark_sample_50/Leetcode_unsat/d49977172566af7d60317ba2514fcff3aba8f5fc99bf7712e53ce401.smt2,0.10,unsat,
benchmark_sample_50/PyEx_sat/1c162f5a56fbc59130c3501f445c243a5630119d41b77567b80149cd.smt2,0.54,unknown,
benchmark_sample_50/Leetcode_unsat/d3b1647e774bf4b2fe28b70dfd5f79bde1f7494da03aa9128b78ccb8.smt2,0.09,unsat,
benchmark_sample_50/Leetcode_unsat/6ffa3dbfaa5cea08f3aff6771d00792de37edefd3a86827c46cbfdaf.smt2,0.10,unsat,
benchmark_sample_50/stringfuzz_unsat/concats-extracts-small-00003-1.smt25,0.71,unsat,
benchmark_sample_50/Leetcode_unsat/0b9693e96171ec244cfab4c67f86cbdf6f17cdf16629fc12a6c49a56.smt2,0.11,unsat,
benchmark_sample_50/Leetcode_unsat/e34ff541c7235114196a8f3d0fa5872bdc79c07fbc5acc0301d5dcf1.smt2,0.09,unsat,
benchmark_sample_50/Leetcode_unsat/df7cededa373141d430c11c3d60dce76d7abf03a63484ed095cf5159.smt2,0.09,unsat,
benchmark_sample_50/Leetcode_unsat/a516756990eea5dbc0bf5cc82623184f874e003bf63d763f3a0f9fba.smt2,0.11,unsat,
benchmark_sample_50/slog_sat/3600.smt2,0.21,unknown,
benchmark_sample_50/Leetcode_unsat/6b7a20b70610467bc8500fbf68da1a490dfbb3826faac83d5994cc01.smt2,0.09,unsat,
benchmark_sample_50/Leetcode_unsat/8173752e897420d90c7b95c384af701342d73d536527fee57d08654e.smt2,0.11,unsat,
benchmark_sample_50/Leetcode_unsat/e379cfd9dcc940158980265feeb3d6dc46cdd7b89b9f04d729797f69.smt2,0.10,unsat,
benchmark_sample_50/Leetcode_unsat/5d2625bdb5bd85373151a833c1916fea38b3b9c84b080882bd36c213.smt2,0.11,unsat,
benchmark_sample_50/slog_sat/3203.smt2,0.21,unknown,
benchmark_sample_50/Leetcode_unsat/0f2af59b34df34ecccb84c787c61828fa21079ece9343636230fe006.smt2,0.11,unsat,
benchmark_sample_50/Leetcode_unsat/34871eaf84eeda115aa3f9eb1c25be50dd4df5e8a85a1b48ef4d740c.smt2,0.09,unsat,
benchmark_sample_50/Leetcode_unsat/f1aba69e2109985c779cae3fe8947130dd28b6b5d25f205c43a43302.smt2,0.09,unsat,
benchmark_sample_50/Leetcode_unsat/e92748df6e189292ce2a37c1742a0dc42ea237a63668aa4628cbb6fe.smt2,0.09,unsat,
benchmark_sample_50/Leetcode_unsat/b0d578f3190a466619c5d4fe371536bdd75c09a6c23de7419ca52f4c.smt2,0.11,unsat,
benchmark_sample_50/Leetcode_unsat/8d8281648971482b3fd85e9ee8a4772c8c4ef9db2cce5b18ad747ae0.smt2,0.11,unsat,
benchmark_sample_50/Leetcode_unsat/a6cfc1ff27ddb301218f1410eeb090339f7ec754fdb3e38b7f9916a6.smt2,0.11,unsat,
benchmark_sample_50/Leetcode_unsat/c068c0a36649b950edf582744bf560c0f1e57c25f089c505f23f5a02.smt2,0.11,unsat,
